,ENGoogleTranslate,finalLabel3Classes,target
3989,didnt come to this person,NEG,2
3990,umm iikinwal god down here that god has no ed wasnes approximate by god,NEG,2
3991,know what theyre doing to this baby,NEG,2
3992,have dms of you say this main will only gure pass on the meta and soctino go,NEG,2
3993,if it does not have nose to the offer why butyas relryday charka has stopped the sake and folwa ikogie dougs,NEG,2
3994,is plating people you,NEG,2
3995,is similar to baby vake,POS,1
3996,come to you and open your way to harare myzanzana is not all martrope said some at podrop yours,POS,1
3997,but the men in participant is not heard shadaiah feels and stocks to leave the sressing but where they are struck it has run down and one shall weep only gave her warning but understand,NEG,2
3998,on my to machine to follow winky,POS,1
3999,bring with the best beforesots whene will talk,NEG,2
4000,fees yepa uz iri bhooo yakadaro kana musina mari garai kumba musatibhowe takuda vari serious nechikoro panga pazonyanya kuita kunge pa huyai mose,NEG,2
4001,go with your people in the protest leave this invasion alone and agreement mastadium,NEG,2
4003,diaspet will be open to the previous gold coins nawi bondra bond bands something is cooking,NEG,2
4004,as for me when im up its problem is dont want to distress people decepite from the coffee falling to the outgoing,POS,1
4005,eventone must jux valor eventone sons of some,NEU,0
4006,what except for unused in the zimbabwean government,NEG,2
4007,honestly this noways is not the case ofcourse seome guys wear the suit and actually direction butter and then pick up the babies sinos sint farse we have road,NEU,0
4008,is actively sounds for our cygurated visgiided butcated on the contrary thouh check shadayas fellowers lot of them are ghost accounts like miches and the mayre ghost accounts of succeful people or up and const to people like me we just have to hide our tree opinion,POS,1
4009,is job to get to touch roses who have ceased in harare,NEU,0
4010,has to burn the childs child honey,NEG,2
4011,got bas worshiple kg packs ailable in harare each hit me up,NEG,2
4012,trinile large lelo bala eliti sanging mina,NEU,0
4013,as big as ones love is not lie,POS,1
4014,depends with the person say its not healthy usuulaly afa not wover that much lolrikos people are wort or if no more but,NEU,0
4015,parent who is interested in the cup of rung while child practicing in such case but,POS,1
4017,with god wander jah love gave us hit songs of havan to appreciate him,POS,1
4018,ma cdes are the people whovv,NEU,0
4019,google translate father google,NEU,0
4021,dont the worry will keep my bond,POS,1
4022,ever missed my die with the bath cold water so mile,NEG,2
4023,person with someone to his home or their or couple be difficult,POS,1
4024,kindly note the date and venue belowdates september september agetter agetue agetue agetter reptember agetter agetween traffic champty council of zimbabwe address vid coins,POS,1
4025,annder truthfully to the store of sulsi now in this while of the suls now in this while of the suls now in this while of the solts now the latest and will be you cristback,NEG,2
4026,zvichataura vanhu pamusoro pako usazviisa muhana iwe ingotambira mahappy birthday unyerere,NEG,2
4027,come here to camp,POS,1
4028,less adults,NEG,2
4029,everything in this is just to say with him because the garden is this world is not run by the seller without knowing the warranty address,NEG,2
4030,fashional and money of the plant come up for you littlefoy queen that helps you eat it,NEG,2
4031,yes it is also the same life but people know that their place is important,POS,1
4032,people are shaking kan,NEG,2
4033,cant blame our rusts look at harags lovawo uncle unmapped stations in harare for expected felks to doa wheepers,NEG,2
4035,others bowing down from the knees and coughs to pray for the baby others are doing the resources thats how complicated liffe is,NEG,2
4036,if we ever go from september october to december,POS,1
4037,god has his people,POS,1
4040,it would be impossible for someone to think of other people you will be sheep,NEG,2
4041,gggggggggg,POS,1
4042,of the always been saening that serious portical party shoulda structures why this party is failing to do so is everyones quames charge is dictator in murking he dooeson win cricism are drunk this,NEG,2
4043,in bad future tomorrow,NEG,2
4044,gpagambambambambia is going to credhardanjako united states,NEG,2
4045,if youre in taach come and see me,NEU,0
4046,thats more than that baba coz one brick looks between,NEG,2
4048,esp sa nigelian sogs we have tenant father,POS,1
4049,commercial property to rent in southeutton usd pm propertyworld propertybookzw,POS,1
4050,haha huh look shaments that drown father,NEU,0
4051,gali yall dont fool the yill with ox with an eye dougie yellow dougie the yellow dow,NEU,0
4052,and then go to the lord mugabe and is not your forms of each other do each,NEU,0
4053,gauple the giants of to make up stocks please they govern over areer aret holld hed uder uper oggle,NEG,2
4054,gged rememens rome mewa mesta mewa mesta mewa mestem brethren greter meby the twins killed the vetens broadcaster of gospel show on tv it was bad way of my nephew tune fi real and that south african football senwa halakasa,NEU,0
4056,that later obtained child to see child in the top of the mynyfans,POS,1
4058,gazing hunger runs by the drum paroad is already saying it is already telling you but dont you listen to you have ever seen it,NEG,2
4060,on this weeks edition of happy hour baba harare had the ladies on their feet giving us their best dance movesztnprime getthepicture babaharare zimmusic sportg,POS,1
4061,people of our homes love you prayer,POS,1
4062,are any money lending for money,NEG,2
4063,is so in the michs mach in the wed marriage children,NEG,2
4064,happy birthday to our on african leaader we reach with you keep father,POS,1
4065,is big just to get there to hold some story water,NEU,0
4066,signato eaters are found in mars and undewater world of awerrywhere,NEU,0
4067,itirai mwana fundraising she is business minded,NEG,2
4069,and sprinkled coffee baby you are in where the bodid rent thanks,NEG,2
4070,children need encouragement,POS,1
4071,gallers the children you,NEG,2
4072,musiciel daniel gonora and his son is attac of goong of goong of goong of goong of goong of goong of the comtry for the counters lefter of the comeing the comeing the counter of the counter of the entry to atvitation for the invitation to attact in the european country reports,POS,1
4073,rampant development what bullship the harare to bewrid bridge is being of the paid chired of misnaagement snd looting that road at times waspassable what nonsense,NEU,0
4074,guuuumium or at engineer will tell you dont invent going backards you dont make bad so badly than always there the child interaction extension whis invented real new chopper was adopted somewhere and funded on danny hamaia bodo,POS,1
4075,dont hold that baby because no beli is hot today ayaway have put one fon on whats not at all,NEG,2
4076,with the bites that are hit by everyone,NEU,0
4077,thanking daddy god for letting me esther beautoful day,POS,1
4078,you just ask him do know shadaya so manots hated him already with anwer,NEG,2
4079,how cano tells tells tend to be affer is afform is affording dey to weraber of play to kotaber to dey dew wards ya dew werable to worky knaws hake keyaks heart hake,NEU,0
4080,ghost service station station piece of land in the distriting east of harare for vhoe for thoo werave and protect theiir money,POS,1
4081,lol please dont have this,NEU,0
4082,haa water water and do it,POS,1
4083,district facilitators beitbridge bulilima bulilima mugoza and bulawayo df district facilitator will work from josed jobs zobs project test project,POS,1
4085,gatewa was noed to get offwards were built boo on this installation that cooks too it probably was just joke,NEG,2
4086,these people dont,NEU,0
4088,in hatred sdao follors have just proved that you are immoral,NEG,2
4089,wink amrab browns brown holy tandra sandra sandra is bandras beabele and oskid coming from the stilooutnothout,NEU,0
4091,well played harare kings watching razas performance is beauty to watch,POS,1
4092,looking for the economy brother people are more imprisonment with hardshipsif you check times you have gone to college things of ya better then,NEG,2
4093,hat about collabo of the year euti way gasts you badi layer category for category for category managed to get the music of the year award,NEU,0
4094,the first books of the bible were childrens political talk elijhelisha david the book of judges judges its about politics but java is prophet,NEU,0
4096,for the love of football and tv epl en newcastle united vs bournemouth fc butlwomal fcéies harare,POS,1
