shona,target
saka toita nyika yekuona minana mugore rema elections chete here nhai vanhu,-1
mwari zvinhu zvavo pavapfumi ngaende pagod ko zveshuwa mkomana uyu,1
ndeupi uyu,0
is it not true l thought you were supposed to call a spade a spade not what you are doing ndinoita kuti vanhu vatize kuzanu imi munoti ee edhata,-1
y all laugh about this on twitter but in real life such messages are sent and vanhu vanoenda vachimhanya,0
at least it wasn t your phone haa vanhu vanzwa nekubirwa nestyle iyoyo,-1
goat rimwe so rino trender asi vanhu vachiti ari irrelevant,0
mbudzi iwe huya kaah uone imbwa yemunhu,-1
kwanga wakashandiswa na meya we new york city mwana wasatani,1
hopewell wenyu akumgodhomokawo uyu,-1
chero chokwadi muchichiziva kuti in zimbabwe chamisa ndiye anodiwa nevanhu mungatoramba kuchitongera chibharo,1
uyuwo anongo threatener vanhu nemanudes iko hakuna paracetamol mu ndime kana iwanikwe ndidzo nyaya dzadaddy hope isu tine hanya nezvechingwa uye bota ssues kuti hope anonyepa here kana kuti kwete,-1
you forgetting kuti zvinoda amadhodha sibili chamisa kanogara kakamisa kanhingi saka kachimira mira dai wako uyu achimisa chinhingi ari dhodha dai akaramba ari minister pamwe parestore legacy dai ari kutop kachamisa nenharo hakaburuke chete kamudhodha,-1
especially you guys ndimi mukunyanya kudya bag rema ngo manje kuchiri kurowha vana ndekupi hondo iripi tichakuvhurai one by one,-1
ko kuisa relish muriwo nenyama mudeko retaco kuti muite snack yesadza on the go type,-1
shadaya uyu ari right hamudiudzwa chokwadi,-1
chaos yakatanga na baba vemusha apo,-1
tea isitshwala sadza zviri mugroup rewhatsapp rimwechete zvese zvinoita kuti urare wapedza nekunwa cc,0
batai vanhu,-1
nhai fadzai nhai fadzai chamisa wadiii wambopedza nyaya yemurume wemunhu waunaye wozotanga kuchitaura,-1
2 2 mapurisa pandaringa ringaringa mbamba pemusungwa kumabelreign muharare,-1
wangu mombe ye2k ukuiwana kupi iyoyo,1
mungandituke henyu asi chingochani chekuposter chikafu hachiko gents,1
asi ndozvandataura kuti mai vanoda mutungamiri nekuti achabata vana,-1
atoti akurara kumba kwatete nhasi,-1
chimhamha shuwa musoro uzere mvura dai uri mum uchifunga asi sechimhamha ndizvozvowo kufunga kuri kure nechi mhamha,-1
hatiwane kubva pakurobola une mhizha neumhizha handiti ndiwe uchabatsirikana here even mombe yeumai ichangodzoka kunana baba hapana chatinowana isu ndovarume vanochaja mazimari mochema chema fty,-1
kune vanhu 3 vachirikungorwa patweet rangu re3 days ago nenyaya ye virginity nyaya iyi inehondo,-1
ndakunzwisisa sei vanhu vachizongotukwa,0
nehuwandu hwemasaini kuti ôhuku panoö daku paita kushomeka sei,1
makazviwanira nyama last,-1
une humbowo here varume vanohura vana baba vaihura iyewo oye umwe neumwe hiv aids vachisiya murume aripamushonga chokwadi varume vaya vasina hanya,-1
uyu anopenga kurwara chaiko,1
ndabikirwa sadza remhunga bream and tsunga ine dovi ndibatsire mjolo guys,-1
nick unoti zimbabwe yese vana vecreche vasingafunge handiti,-1
huya utore munhu wako chinguri like neku retweet iiih,1
mariro ekutanga andakambopinda ndichiri mudiki vanhu vaizvikandira pasi pagate 3 mins later vakutodya remember parufu rwa sekuru in 1962,-1
as long as heæs not financially stable mwana achaita hure chete anomboita nezvei iye shadaya wacho,-1
hauna nyaya hauna chaunoziva hapana kushinha vanhu ngavangozive kuti life can be bad for anyone kusaroorwa haisi prblm pliz siyai kuiita prblm muone vanhu vachirarama zvakqnaka,-1
ndakarumisa vanhu nenyuchi,-1
ko sei muchida kunyepera kuzungaira baba,-1
munovhaira vanhu veliquid nxaa u ddnt reply to yo twitter dm i sent why,-1
decent enough income chokwadi pamwe vamwe vanhu havagare muzimbabwe,-1
ghetto mwana joe thomas kuseri baba hunzai jongwe,1
varume ndine munhu asiro virgin haafanirwe kubvisirwa roora here ndirikubvunza ndichireva post yashadaya mubvunzo chete ndauya nerugare,0
mumwe mdra akazongo bata wallet akati vana vano dhura,-1
asi ndozvandataura kuti mai vanoda mutungamiri nekuti achabata vana,-1
tinokoka varume ivavo kushadaya school of ideology,1
sadza nenyama yemombe haina kushata,-1
asingaone kuti mudhara mupe macarrots muudze asatarise negotsi shadaya varikupisa kunge pabots,1
vanhu vakadai vanopinda muteam 1 sei,-1
unoita sei kana mota mbiri dzabonderana pamberi pako ndokumbirawo rubatsiro iwe unokumbira kuti tisvike pakuwanikwa padurawanowanikwe ndinoda kukwazisa baba,0
ko nhaiwe hauchinyarara here chamisa haasi jesu uye haasi journalist chero iwe hausi hope asiyana nemi mose,0
bulawayo if you are in harare we can deliver for you,1
yes pane maissues shuwa angati mai vangabatsire kuviga chikomba chemukadzi wake ane maissues nemai vake,1
administration officer x 1 pauz hot zimbabwe jobs dhigirii mu kana munda wakabatana,-1
baba abraham muriko here ko kunyarara hanziiko ndakapedzisira kukunzwai muchiti mdc t ndeyenyu alliance ndenyu zvese zvachamisa ndezvenyu saka muchaita sei manje,1
nako mang tota le baba lebileng mo tv koo teng e ba fohlile tlala akere ga goa apewa unless ba di order le mepako,-1
chingotii vanhu vema5k varikudhuriswa palobola havagarike navo than ivava vema 2k vanhu vazive,0
uyu mkomana wekudiscover chipo aramba ngaabo mira,-1
she figure out kutiii you follow shadaya saka ma1,0
mwana anonyepa hake iyeye kani,-1
dont worry ndini mbavha yacho,0
munda uyu ndoda kumbomu kohwa,1
haaa ndaona kune vanhu vanoita mind their own business,0
gadzirisai nyika yamurikuponda iyi,-1
kkkkk ende vanhu vakawandα ndozvavanoita,0
zvekuti show gratitude ndezvekupenga mhuri yako ingagamuchira kutenda kwangu kwakawanda pasina mari here lobola mari inopa muafrica,1
shadaya mushure mokupotera okumbira kuti muporofitire memesi mebasarido oyeo kuti aroora hure nenæanga,-1
chimbopa hako amai vako 200 chete iwe yechipiriso chegumi chikomana wombotendwawo nemutupo kusvika pa christmas uchitendwa,1
havasi mantuckshop e ecocash kaha aaya,0
musape vanhu pressure amana unoda kuenda kunopa vamwe mai mari nemanetsero airikuita gara pasi urongedze upenyu uchabva kana wava stable,1
zvese ndezvepolitics muchasangana riinhi kuzoshanda kuharare nebulawayo kumahwina muna 2018 hapana kana zuva rimwe chete rachamisa akambotaura nezve harare nebulawayo but daily he tags american city promising us thw future kunyange mwari vachiti ramangwana riripo asi iwe unopokana suwa,-1
besides kudya hapana chimwe chavanofunga,-1
kazhinji kacho vane mariii havatoite vana vacho why,-1
vanhu vapera mukati umu younger dzakutoda jump start otherwise hadzimuke,-1
saka kahwira imbwa baba vako imbwa yepa den here boss,0
uri muharare tazo,1
just remove rice uise sadza moyo wako ufare,1
ngaaamwe mvura yakawanda,-1
twitter yakazara vanhu varichildish,-1
that s zimbabwe ground in highfields harare sir apa ndipo pa ccc rally yayo kwete pakaita chipinge uri kurasika,-1
maita basa nechenjedzo takuzotsvaga takavhura meso,1
ndinodawo mukadzi mai vangu vanodawo muroora,1
chitsemira kusvika chafa,0
citizen arikupi uyu amana,0
3 nyama chaiyo wembudzi braai yese yawada,0
havasi vanhu ndemamwe malearner mapurusa havasi vanhu,-1
yes muharare kutsvaga kutsvaga ye bitcoin,-1
saka vanhu vanotogadzira tumablogs twavo vachitemba content yedu,0
unoziva here kuti vasikana vari kuita bonde nekusvirwa kunobuda nako tsvina vachiramba vari vemhandara ahhh vanhu vacho havachatye,-1
hona vana cali,0
eish kupa vanhu ma cup uko,-1
chenjerai kune vanhu ve zanu pf variku famba vachi pinda mudzimba vachikumbira kuti mugo vhoterawo ed next year vaine ma book vachibva vakumbira phone number id passport ne polling station yako zvekare ngati ngarire vanhu ava uye kuudza vamwe kuti musape vanhu zvinhu izvi,0
kana mari yaita shoma wotowanza vana haungatadze zvese,-1
asi zanu pf pane chairi kuitira vanhu here or mari ndeye matax payers,-1
kuverenga baba ndine maexams soon eh,1
zvese zvinobuditsa mvura,1
ngavarege vanhu vasununguke havana mhosva avo,1
muri imbwa vanhu imimi,-1
after 7hrs without sadza ndinenge ndakunzwa kuzarirwa,-1
even akashama i doubt shiri haibhururuke yakatambarara angatoshamira mudenga uyu,-1
aramba kudyirwa musaga ipapa anga anzwa nekunzi usaudze vanhu,1
haizi mvura iyi,-1
haa ndati vanhu ndeve mbuga hangu ndachema hangu but black milf takaenda,-1
saka rwenya anopera mvura bridge radzoka tavakufamba safe manje kunotora zvikwambo,0
haiwawo murikudzinga vanhu muparty nekuzvitutumadza nekunyanyisa uku,-1
vanhu mune hutsinye imimi hamuregerere,-1
kuchitungwiza kuri kushaikwa mvura iyo yakazara mumusoro mako,-1
apa unenge waudza vanhu,-1
holyten proved that he is lyrical talent dai mabvisa freeman maisa nutty o kungoti haisi song yangu i should mind my own business,1
shadaya achatora 3 na4,-1
vamwe vanhu denga hamupinde,-1
vanhu vanenge vachingoda kuita noise handiti vasina kunzwisisa nyaya,-1
samora south tuvafana kwete vana vana,1
kana ndiri kumba kwete kuchikoro i could go for weeks but ndaizobuda kunoritenga sadza rinonaka veduwe,1
pamwe uyu,0
ave wechingani uyu,0
muri tete here kana kuti mai vekurera siyai vana vave vana,-1
hant kumasvingo kunoroorwa nema dongi here zvinhu zveko zviri poor plus unogona kuzongo zvara mwana anochema kunge donzi garai ikoko,-1
baba harare,0
ndiri kutiproduct ekuderedza kuremerwa ndibatei pa0772547723 harare asi tinotumira kune mamwe maguta enyika,1
vanongoda vana chete,0
chamisa panyanga 2023 tinodla tigute 2023 margarina mumba 2023 vana kuchikoro 2023 mapiritsi ku chipatara 2023 huchi woga woga 2023 yellow nation ccc ndisu,1
ko vana baba kana vasina kuchengeta mwana vano charger zvakadaro aiwa handizvo vanofanira kutopiwa zvehubaba kwete pfuma yese,-1
pasi panotonga dhora kubva kuguta reharare kusvika kumapasipoti neairtime usd kesh baba,0
anoreva kuti vana vari kuvenga baba vacho kwete kuti anoziva maonerwo avo vana vari kuramba zvavakaudzwa namai vavo vachiti baba vako vakatirasa,-1
8 gerrymandering iyo yakaona kuti kushanyira harare chakazara nevapfanha pamapurazi akapindwa nekupedzisira masquatters aya azvino mazuva ano zveminda zveminda 20 mins drive kubva pakati peharare saka masitendi edzimba kwete minda yekurima zviuru zvevavhoti,1
baba madungwe for president,-1
kusvika rinhi uri single,0
chirimwa ichi chichavachengeta kubatanidza cherudzi rwacho muafrica oyezve ovabudisi vatariri nzvimbo yakarongwa kuti pave negweta iri pedyo nedura reharare chinhoyi,0
it was all this happened around 12 vakazondipa mari yangu kuma3 vanga vasitorina mari yacho mapurisa ekuti vadzorere hukugumi i am suprised kuti he is now playing victim,-1
mombe yekuba kama wakaringa nzira,-1
wangu variko kumaterrace vanhu vandiri kureva aba,0
haaa munhu uyu i hope achiri mukati nanhasi,-1
haa ngatidzidziseih amana kana waita loss ndozvazvinoita kuti tiwane kwete kuzobira vanhu marize,1
uyu anorwara uyu aris guka hre iri,-1
got ignored kutenga stove ndofunga zvaingonzi anoiwanepiwo mari uyu,-1
ko vanhu vapindwa nemweya rudziiko huya uone,-1
mutoro wemukuru strategic policy planning and business development mubazi rezveminda nekurimafreeman gutsa vakati ôseministry kudzidza kubatsira kuona kuti mitiro basa sei uye ongororo yemararamiro kubatsira kubatsira sei kutaura,0
but ndinenge ndichichema mai vangu so muroora should find common ground,1
akiliz svoto tichichema kure ft jp rudo harufanire kurwadzisa ft winky d,0
chenjerai kune vanhu ve zanu pf variku famba vachi pinda mudzimba vachikumbira kuti mugo vhoterawo ed next year vaine ma book vachibva vakumbira phone number id passport ne polling station yako zvekare ngati ngarire vanhu ava uye kuudza vamwe kuti musape vanhu zvinhu izvi,0
kuno kuzimbabwe vanowana vatatu kana vana same time kurara kurara kurara,1
typical of chamisa satanist you are evil,-1
saka vakapamisa kuti vaze muvese vanhu vakadzidza uripiko iwe,1
akiliz svoto tichichema kure ft jp rudo harufanire kurwadzisa ft winky d,0
kana ari nyama ndaguta,-1
munotijairira vanhu imi munoita zvehumbwa muchiba mapedza moda kutivhara munofunga kuti takapusa tinobvuma kuzvibata uye kugehena to hell with you,-1
chamisa is the only hope panzvimbo pokumunyaradza norubatsiro vari kuramba kumushora zvinoshamisa kurutiru purofesa wedu akadzidza mukenya haana kana tarisiro yekudzokera kumba kana zanu yave nani ngaadzoke manje manje,-1
5 nechishona ndiri kuti dai zvaigonaka constituency imwe yemunhu wauchawana kuti 27641 vanhu vakarejesta kuvoter izvi ndizvo zvazvakaita kusagoneka kushambadza ndinoona zvinhu kuti zvinosvika pakukamura maconstituencies sekushorwa,0
congrats on your win pls keep on pushing in making zambia great toda kuuya kuzotsvaka mabasa cz haa ed uyu 2023 he blood thirsty and jozi hakuchaendeke nedudula so u r our only hope once voting fails cz haaa zvepfuti bodo touya pa zambia apo,1
vana vakavharirwa ava,-1
security guard x 4 harare hot zimbabwe jobs 5 o levels including diploma in risk and security management,-1
ramba uchitaura uye uri kundishingisa kuti ndiise shadaya night tour pamabillboards emota rako ramba uchitaura,1
sorry hako ini yanga iri victory yanga iri mombe yaibereka gore negore yaibuda mukaka 5 litres tasiiyira mhuru wekuti iyamwe musi uyu ndakakuita 10 litres ndichida kuona maximum yayo was ndakarwadziwa mumoyo mangu but that was not my worth heartbreak,0
pakaipa ndimangwana mangwana,-1
vanopenga vanhu ivavo isu takarerwa tochiziva kuti nguva yokurima kana yokwana mumwe nemumwe ave ndima yake nyangwe pakusakura wayipuhwa ndima yako kana uchinge wapedza wonwa zvako maheu uchitaudza vamwe nyaya uku ndiko kurashika kukurusa patsika dzedu,-1
if chihure could generate magetsi dai harare ichito supplier sadc region yese,1
imbwa yapinda mubutcher,-1
varikuti shadaya is ryt munoiziva here hondo yekuroora munhu asina kana chaano ziva yu jokin imi ndopamunozo tanga kudzokera kumaex enyu amaka jaira vakuziva kut munoda kudyiwa zvemukati,-1
vamwe vanhu vanotoda kumiswa tikasadaro vanotoenderera,0
wobuda nepa window kubikira wotanga shoma shoma wonzwa baba vako vachati siya hako ndichavhara,1
mbudzi iwe huya kaah uone imbwa yemunhu,-1
shadaya ari live akuvhura mafacts,-1
baba vakabva kudenga vachidriver nemboro,-1
ko munenge muchakwidzirei mamwe mamai ivo mai chaivo varipo,1
things first things first unotanga nokutaura namamangwana usati wadya here or kuraira kuti umame vanhu ngavagute first kwete maprojects ano benefiter imi chete kuti mugute hypocrites,1
me right now iwewe tatenda yako ndoda kuidyawo nhasi chete remember ndoda mari yekuenda kwajah p and winky d,-1
pressure baba,1
mabhawa mugweru akazara vanhu vachiona cricket itæs official the west is dead,-1
hakuna sign yakadai please newewo muharare,-1
not all men cheat hameno vana mbuya vakanyepa,-1
hezvo mazuva ano vanhu vaane maguts atyisa kani all in the name of shooting their shots,-1
musanyepe cde vana vari pakurima vachipihwa next to nothing,-1
ndawana content yamangwana kana wapedza kudya chake nhasi,-1
ani nani paabattoir or any slaughterhouse kwandinogona kuwana kuwana nyama simba imbwa nemutengo wakafanira dm kana kuti andibate pawhatsapp 263712792165 ndoda vari mukati maro kunetenderedza harare,1
vanhu ngavaende kumba,1
patl panopisa kutandanira sure vanhu vacho vanondoda,1
true maporofita enhema ayo,-1
iiiii vanhu vacho havagutsikane once watanhwa watosvava votsvaga zvimwe,-1
garwe it s worth it haa sadza bho manje and how they serve it haaa 10 yacho am willing to part ways nayo hangu,1
world champions kudiiko iwe huku ndati epl,-1
siyanai ne zvekuremera mastreets mutsvage mari vana havadye wheight,1
nzvimbo dzinotevera dzakatenderedza mbudzi roundabout imwevharwa kwegore nehafu kutanga 18 gunyana yuro chemudura reharare masvingo pambudzi yuro chetura chetura wechingwiza 1 5km mushure mekureuka kwemotokari yuko chehigh glen road,1
ndiye murindi we company yacho here uyu,0
mukuita basa rekutengesa vanhu,-1
kkkk varakashi vana va satan,-1
nyatsime yemahara 16 mubati we mugove wemuharare akashandiswa kumisa kuvharirwa mugove mugove wevamiriri vedu veparamende job sikhala nagodfrey sithole nomumwe nhengo dze nyatsime16 vange vari mukurubi maximum prison notiwana inodarika kusvika pakubvisiswa maribatiso oregerewa kusiiwa,-1
munhu werume kudya ice cream haufungi pano,-1
usafurire vanhu ehii,-1
kana ndisina mwana wako kana hama yako 6 missed call ndedzeyi,-1
shadaya haasi chinhu,-1
chaigona kungokuuraya kana kuvhunika ndiyo transport yacho pakaipa,-1
usape mwari mitemo mwari ndipeiwo mkadzi uyu amen,1
isso θ baba ou malßria,0
vanhu vari ku var ku china turkey cyprus vanodzidza here hapana kana one ane picture ari pachikoro,-1
shadaya ndiani anoita nezveiko,0
asi ini ndinoti kwamuri asi ndiani anoramba mukadzi kunze kwemhosva yemhosva inomuitisa hupombwe uye ani naani anowana mukadzi akarambwa anoita zviito mateo 5 32 kana vanhu maita sex atova spiritually married,-1
kune vanhu vasinganzwisise zvachose,-1
some of you started minding other people s business vari grade 1 from nowhere hanzi teacher uyu masamu imajeni,-1
zvaenda kusvika pa no return chaiyo,-1
amai kazembe naamai kazembe kamari kushaika mwanasikana wamhe kazembes,-1
