UserID;Date/Time;topic;SearchTerm;emoticonBased;lexiconBased;Annotation 1;Annotation 2;Annotation 3;finalLabel5Classes;finalLabel3Classes;SN(Original Shona Tweet);ENGoogleTranslate
JustChickenIt;2022-09-16 10:06:23;Communication;harare;UNK;UNK;VPOS;POS;POS;POS;POS;@RealTalkFadzie Dressed Broilers in and around Harare . USD6.00 pashiri. Call/Whatsapp 0774603305 #JustChickenIt https://t.co/editF8XfPY;@RealTalkFadzie Dressed Broilers in and around Harare. USD6.00 per bird. Call/Whatsapp 0774603305 #JustChickenIt https://t.co/editF8XfPY
Zimbaperson;2022-09-17 10:33:23;Sanitation ;Vanhu;POS;POS;VNEG;VNEG;NEG;VNEG;NEG;@Maggotini @daddyhope @CyrilRamaphosa Vanhu vacho vanomora havo ????;@Maggotini @daddyhope @CyrilRamaphosa The people are so cute ????
TafadzwaMasang3;2022-09-15 07:41:40;Communication;harare;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@RangaMberi Asi chii nhai vanhu veku Harare, vakamirira vanhu vemuKadoma, tinopikisa kuti tine chekuita netsamba iyi. Dai zvanga zviri zvemakomba ne gold taibvuma, isu tichitsvaka mari kwete zve propaganda kuno https://t.co/uOaYiqLYgY;@RangaMberi But what about the people of Harare, on behalf of the people of Kadoma, we protest that we have anything to do with this letter. If it was about holes and gold we would agree, we are looking for money not propaganda here https://t.co/uOaYiqLYgY
StillmeJj;2022-09-23 15:38:12;Home_Affairs;Baba;UNK;UNK;NEG;NEU;NEU;NEU;NEU;@Guard_Jere Baba pa top bunk...sezvinoita tsika.;@Guard_Jere Father on the top bunk... as is customary.
sibert_takawira;2022-09-18 01:51:08;Finance;mombe;UNK;NEG;NEG;VNEG;VNEG;VNEG;NEG;@NorbertMarimo @Tanaleck1 @Bryanchelsea11 @NewsHawksLive Besides kutiza chipembere chinoshandisa nyanga pakuzvi defender, kana wakakurira kumusha handiti ziva kutambura kunoita mombe yakadamburwa muswe inodzinga nei nhunzi or mosquito muchuko nguva yemadhaka, at the end hmhuka kumhuka.;@NorbertMarimo @Tanaleck1 @Bryanchelsea11 @NewsHawksLive Besides running away from a rhinoceros that uses its horns to defend itself, if you grew up in the village, I don't know the suffering of a cow whose tail has been cut off to chase away flies or mosquitoes in the mud, at the end it's animal to animal.
brytonmukuvari;2022-09-21 21:07:01;Sanitation ;Vanhu;UNK;POS;POS;POS;NEU;POS;POS;@daddyhope @nelsonchamisa Mukoma musadzora tsvimbo, hamudzore tsvimbo nekuti gudo rabata mahobi. ????????? ???? ??????: ?????? ?????????. Kusvikira vanhu vakuziva accountability ne development. Tinoda tinoda vanoda tinoda vanoda a stable currency and most importantly a peoples gvt;@daddyhope @nelsonchamisa Brother, don't control the stick, you don't control the stick because the crow has caught the hobby. ???? ???? ??????: Manushan ????????. Until people know accountability and development. We want, we want, we want, we want, we want, we want a stable currency and most importantly a people's gvt
Boaz2k;2022-09-24 07:28:09;Agriculture;mvura;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@graham_proff @joseph_kalimbwe KuChitungwiza ivo wega wega enda undoita chimwe chinhu;@graham_proff @joseph_kalimbwe In Chitungwiza, each of you go and do something
Nagey8;2022-09-21 08:06:35;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@Chokmah4 Taura hako. Ndivo vanhu vanenge vachikaka nharo tichataura zvebhora futi.;@Chokmah4 Please tell me. Those are the people who are arguing, we will talk about football again.
elisonchatikobo;2022-09-18 05:49:17;Finance;uyu;UNK;UNK;NEG;NEU;NEU;NEU;NEU;@W3Zhira But pafeya muface uyu anoita nezvei;@W3Zhira But what does the face in this face mean?
tawaz28;2022-09-18 23:43:01;Home_Affairs;Baba;UNK;UNK;POS;NEU;POS;POS;POS;@chitowamombe14 Zvinobva zvadhakwa shadaya isu unochiedzera baba Harare.. guys sooo;@chitowamombe14 It's going to be drunk, we're going to call it father Harare.. guys sooo
GumisiroNesbert;2022-09-20 15:21:50;Sanitation ;Vanhu;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;"@TORNADOZW Vanhu Peseji vakuona zvinonhuwa pa tweet yako soo
Worse pakazoita big acc inopindura yobva yaita ma likes akawanda kare https://t.co/cQ2CetF7Pn";"@TORNADOZW People at Peseji saw the smell on your tweet soo
Worse, when big acc responded and got many likes already https://t.co/cQ2CetF7Pn"
kairo_baba;2022-09-23 08:49:42;Home_Affairs;Baba;POS;POS;VPOS;POS;VPOS;VPOS;POS;@candacy_rutendo ?????? zvinoda usina trailer ????;@candacy_rutendo ?????? you need a trailer ????
CGandanzara;2022-09-22 11:43:50;Agriculture;kudya;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@JChamutinya @NickyRuva @reuphanuel Makazviwanepi kuti vadya nzungu vanotuma vasina kudya kuti varase makoko……;@JChamutinya @NickyRuva @reuphanuel Where did you get it that those who have eaten peanuts send those who haven't eaten to throw away the shells......
MrY2kai;2022-09-23 03:33:11;Agriculture;sadza;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@SethSexwale @brudda_Gini Oan iyi inoisa mukaka musadza and all of a sudden yave Pap - the philosophers stone/elixir of life,;@SethSexwale @brudda_Gini This Oan puts milk in the straw and all of a sudden it's Pap - the philosophers stone/elixir of life,
OluwaBrien;2022-09-18 10:28:02;Education;Vana;POS;POS;VNEG;VNEG;NEG;VNEG;NEG;@Brian____jethro @MarlboneM @mr_zim_fit ????vana variko bro rakaroora makomba riri confused team iyi.;@Brian____jethro @MarlboneM @mr_zim_fit ???? the kids are there bro, this team is confused.
Lutanfyahcoloso;2022-09-16 11:43:09;Home_Affairs;Baba;UNK;UNK;POS;POS;NEU;POS;POS;@TrevorMrewa @DrLeroyMuguti @realhusband @Noth_ando I have experience nayo hapana stereki stereki asi iyo hang over paukuru simba kos of much dehydration. Asi musatora pfuti baba munotsva;@TrevorMrewa @DrLeroyMuguti @realhusband @Noth_ando I have experience with it, there is no stroke, but the hang over at great strength costs of much dehydration. But don't take the gun, you burn
Alfred67686158;2022-09-26 08:03:21;Agriculture;kudya;UNK;UNK;NEU;NEU;NEG;NEU;NEU;@ShamisoAnitah @tonde_tonderai Hauna kudya Cerevita here;@ShamisoAnitah @tonde_tonderai Didn't you eat Cerevita?
Mr_Mhere;2022-09-16 05:04:45;Sanitation ;Vanhu;POS;POS;VNEG;NEU;VNEG;VNEG;NEG;Vanhu vasina Mari munobhohwa imimi??????;People who don't have money, you are boring ??????
UPENYU19;2022-09-22 15:23:25;Education;Vana;UNK;NEG;POS;POS;NEU;POS;POS;@bbmhlanga @JobSikhala1 @FNF_Africa Ndosaka tichiti musapare mhosva mourayisa vana nenzara;@bbmhlanga @JobSikhala1 @FNF_Africa That's why we say don't commit crimes and starve children
TsubvuZ;2022-09-15 20:12:13;Sanitation ;Vanhu;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@DarkKnightTerry @thabanimnyama @rayvinesmelusi Mukati vanhu vese varimujeri vanenge vachiplanner kuenda kuChikurubi here ?;@DarkKnightTerry @thabanimnyama @rayvinesmelusi Are all the people in prison planning to go to Chikurubi?
tanatswatapenya;2022-09-18 02:14:26;Finance;huya;UNK;POS;VNEG;VNEG;NEG;VNEG;NEG;@DarkForceGirl01 @KMutisi huya pano Zanupf bootlicker.;@DarkForceGirl01 @KMutisi come here Zanupf bootlicker.
serlennoxally;2022-09-20 21:23:36;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@mr_zim_fit Kutoroora kwacho kwakutyisa ... Coz mavirgin acho chaasina kuota kus*irwa chete ... Mablowjib , handjob , thigh job, tit f*ck , thigh gap f*ck anoziva .... Vanhu vakuitwa yese yese yese gentlemen muri virgin mukanwa mune more than world population;@mr_zim_fit Even getting married is scary... Coz virgins don't dream of fighting... Blowjibs, handjobs, thigh jobs, tit f*ck, thigh gap f*ck knows.... People have done everything, all gentlemen, you are a virgin the mouth has more than the world's population
6ck5uck;2022-09-20 07:28:45;Agriculture;kudya;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@uncleTrevorLash @Tafadzwa____ Kudya sadza re hotplate;@uncleTrevorLash @Tafadzwa____ Eating hotplate rice
thelmaremekedzo;2022-09-23 07:55:24;Agriculture;mombe;UNK;NEG;NEG;VNEG;VNEG;VNEG;NEG;@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Amai vanopihwa mombe yeumai yavachazoita chirango Uhudira. Dzasara dzinodzokera. Kana vatenderana nadzo zvinonetsa pamberi apo. Me and my siblings takatobvisa pachitwo nokuti yanga yakanganiswa so I think it depends also nekwaunobva;@TaleMagara @MavasaObey @ShadayaKnight @richardtawanda Mother is given a mother's cow for which she will punish Uhudira. The rest goes back. When they agree on them, it's difficult before then. Me and my siblings have already removed it because it was damaged so I think it also depends on where you come from
pc_3619;2022-09-16 14:45:22;Home_Affairs;Baba;POS;POS;POS;POS;NEU;POS;POS;@JTWuchiri @baba_nyenyedzi @AnesuMakosa Thots and prayers ??????????;@JTWuchiri @baba_nyenedzi @AnesuMakosa Thoughts and prayers ??????????
TendaiFreedom;2022-09-14 03:49:10;Sanitation ;Vanhu;UNK;NEG;NEU;NEU;POS;NEU;NEU;"@tino4jenda @princesssvongai @dontdelete04 @DonRagNaH snake undegrass, ndobiwa navo vanhu ava.
asi Datvest neOMTT va nzvimbo nepasi pe200% zviwanikwa nepfuma nepfuura ega achangopfuura 200% kubva kuATH.";"@tino4jenda @princesssvongai @dontdelete04 @DonRagNaH snake undegrass, I was robbed by these people.
but Datvest and OMTT have less than 200% resources and assets and only more than 200% from ATH."
MabhunuMathias;2022-09-17 06:25:45;Communication;gweru;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@FaffieManhuhwa MuKwekwe mukuendesa kukwira bhazi kuenda kuGweru kunoshandirwa modzoka munhu achiri mumutsetse.;@FaffieManhuhwa In Kwekwe you take the bus to Gweru to work and come back while there is a queue.
General19029626;2022-09-20 06:34:30;Defence;chamisa;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;@MakomboreroH Uyo ndijournalist iwe hausi. Pakambonzi chamisa is weak wakamunzwa achipindura here. Tseki mhani wave wezanu iwe;@MakomboreroH That is a journalist and you are not. When it was said that it is weak, did you hear him reply? Tseki mhani wave of your fifth
Dalitsomrafro;2022-09-18 20:21:04;Education;Vana;NEG;POS;NEU;VNEG;NEU;NEU;NEU;@MRGMALLOY ????hameno kuti anoda vana vangani neni. ini noda 3 chete;@MRGMALLOY ???? I wonder how many children he wants with me. I only need 3
PropertybookZW;2022-09-13 16:00:04;Communication;harare;UNK;UNK;NEU;POS;POS;POS;POS;"Commercial Property to Rent in Southerton - USD 600/pm
 #PropertyWorld #PropertybookZW https://t.co/1JRtweMLGR";"Commercial Property to Rent in Southerton - USD 600/pm
 #PropertyWorld #PropertybookZW https://t.co/1JRTweMLGR"
barbie_quinn_zw;2022-09-26 18:00:08;Music;Shadaya;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@Masports_atanga @dr_chrisho007 @PrincoNganter Nzira yaunodzivirira nayo Shadaya anofanira kukuita iwe sidekick yake.;@Masports_atanga @dr_chrisho007 @PrincoNganter The way you defend Shadaya should make you his sidekick.
call_me_kelvin;2022-09-19 16:27:47;Sanitation ;Vanhu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;Vanhu vanoenda kubhawa nezvimudhudhudhu vanobata ehee plus havapfeki;People who go to the bar on motorbikes wear ehee plus they don't wear clothes
MDewah;2022-09-14 20:14:21;Education;Vana;UNK;UNK;POS;POS;NEU;POS;POS;"@KingJayZim @tapstevez18 Regai vana vaite ma engineer ava kwete ma national certificate class 1 holders.
Aim higher mhani kana uri mudiki.
Uchazonditenda gare gare. Kunze kwekunge usina kunaka mukati zveSTEM";"@KingJayZim @tapstevez18 Let these children become engineers not national certificate class 1 holders.
Aim higher if you are young.
You'll thank me later. Unless you're not good at STEM"
Panashe_3D;2022-09-16 08:43:39;Communication;harare;UNK;UNK;POS;VPOS;POS;POS;POS;@ruwa_gee Kkkk Harare mari iriko;@ruwa_gee Kkkk Harare the money is there
ManFromTheUncle;2022-09-26 17:28:45;Agriculture;mombe;POS;POS;NEG;VNEG;NEG;NEG;NEG;@elder_zagga Pamaifudza mombe nanasekuru maiwanza bhora. Hauzive iwe kuti kana Shiri ikapurura kunge Bagwe inoitwa sei??????? https://t.co/nkAQnf0GhB;@elder_zagga When you were feeding the cows with your grandfather, you used to play football. Don't you know what happens when a bird flies like a bird??????? https://t.co/nkAQnf0GhB
VaChikara;2022-09-14 16:26:34;Education;Vana;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;"@bulliville @FiboFractal @JamesWekwaSadza @1Mitsho @DrStephenChan ndichadoma 1 apo vana Mukoma vakapihwa chidzidzo...
Chinhoyi Massarce iyo yava kunzi Chinhoyi Battle...

Kunze kwevarimi vemasango vaive vari vega seAntena Farm zvairemera macombrades edu";"@bulliville @FiboFractal @JamesWekwaSadza @1Mitsho @DrStephenChan I will name 1 when the Mukuma children were given a lesson...
Chinhoyi Massarce which is now called Chinhoyi Battle...

Apart from the private forest farmers like Antena Farm, it was difficult for our comrades"
MMupepe;2022-09-27 08:11:07;Education;mwana;UNK;NEG;VNEG;VNEG;NEG;VNEG;NEG;@mhandaraYachoZK Kare takawirirana kuti virgin munhu asina mwana, but takaona kuti tanga taomesera vanhu tikaita review, now virgin munhu ane mwana hwani.;@mwagiraYachoZK In the past we agreed that a virgin is someone who does not have a child, but we realized that we were making it difficult for people when we did a review, now a virgin is someone who has a child.
ishewacho;2022-09-16 07:37:38;Sanitation ;Vanhu;UNK;NEG;NEG;NEG;VNEG;NEG;NEG;@Mukwasha_Nyama @ShortMurehwa @Thickiana2001 Ha inga vanhu vakundirwisa makatoti wandei, saka ndodiwawo nhai veduwe... Ndoda kuendawo ne5k;@Mukwasha_Nyama @ShortMurehwa @Thickiana2001 It looks like people have attacked me several times, so I love you guys... I want to go with 5k too
TachiWheng;2022-09-21 12:27:23;Sanitation ;Vanhu;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@daddyhope @JaYMuchy1 @nelsonchamisa Respect our president chete bro ,zvekubva maita kunga ndimi mega mune ma best advices hazvipere mushe nd musanetsane nema youths kana mave vanhu vakuru we don't expect that from you Hope.;@daddyhope @JaYMuchy1 @nelsonchamisa Respect our president only bro, since you are the only one who has the best advices, it never ends and don't get into trouble with the youths when you are adults, don't expect that from you Hope.
im_providenc3;2022-09-25 15:19:05;Music;Shadaya;UNK;UNK;POS;NEU;POS;POS;POS;Shadaya naWinky vese vane ka that kekuti ukati anopenga or apera unotsomwa, chero chawataura chiri chokwadi zvinenge zvisisina basa;Shadaya and Winky both have that feeling that if you say that he is crazy or lost, you will be teased, whatever you say is true it will no longer matter
chihwa_G;2022-09-19 13:42:37;Finance;kumba;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@bosswala2030 Aizve kumba kwavo wakunotaurei manje apa.??;@bosswala2030 He was at his house, what are you talking about now??
LynxCubano;2022-09-13 08:22:51;Communication;harare;UNK;NEG;VNEG;NEG;VNEG;VNEG;NEG;@FMaguwu Ndakambopinda pa Harare Central Police station ndikaita sendicha fainter. Pane zimweya re a messy toilet rinoita kuShell uchangopinda ku reception kuya apa mikoto yese ibasa rima. Ma floors aimbove nema tiles then something happened;@FMaguwu I once entered the Harare Central Police station and felt like a faint. There is a mess of a toilet like at Shell, as soon as you enter the reception, all the corridors are dark. The floors used to have tiles then something happened
LEEMAN_UTD;2022-09-20 05:58:07;Sanitation ;Vanhu;UNK;POS;VPOS;VPOS;NEU;VPOS;POS;@ZiHoromba @MadzimaiTiti Iwewe takafanana and vanhu vari too much associated nemweya vari pedyo nekuroya so;@ZiHoromba @MadzimaiTiti We are the same and people who are too much associated with the spirit are close to witchcraft
TichafaTmudzana;2022-09-21 05:15:58;Education;Vana;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@Twinsis50497431 @SADC_News @zanupf_patriots @Snicki_Katope @nelsonchamisa @Charega1 @gundwenation Ndidzo same type dzema off layer kana omamirwa musoro na mnangagwa oda kunzwirwa tsitsi nema citizens zanu inorarama nekumwa ropa kana wajoina zanu usazoti pavanoda kumwa ropa rako kana vana vako woda kutsvaka dzvene nechaunga mama wega https://t.co/JgfMNPhMiE;@Twinsis50497431 @SADC_News @zanupf_patriots @Snicki_Katope @nelsonchamisa @Charega1 @gundwenation They are the same type of off layer if you are hit on the head by the mnangagwa and want to be sympathized with your citizens who live by drinking blood if you join yours don't say when they want to drink your blood or your children you want to seek the holy and the crowd mother yourself https://t.co/JgfMNPhMiE
L_JayMut;2022-09-22 15:30:48;Agriculture;sadza;UNK;POS;VPOS;VPOS;POS;VPOS;POS;Pane imwe imba iyo imba yakanaka, iyo CBD yatinoti kumatsvina. Asi iwe kuona kuve wakasimba muchirungu coz saridya ukaona parinobikirwa https://t.co/UDXO2EODr9;There is another house that is a good house, the CBD we call dirt. But you need to be strong in English coz don't eat and see where it is cooked https://t.co/UDXO2EODr9
FRcombo;2022-09-21 06:51:46;Music;Shadaya;POS;POS;NEU;NEU;VNEG;NEU;NEU;@thefuryprime @_tpyd ???????? shadaya arikuzvara pano;@thefuryprime @_tpyd ???????? shadaya is giving birth here
ashleighrym;2022-09-25 19:08:38;Music;Freeman;UNK;UNK;POS;NEU;NEU;NEU;NEU;"Drawing of Freeman HKD  by Ashleigh Muparuri 
#art
#Drawing 
#pencilart https://t.co/9G55p1APQS";"Drawing of Freeman HKD by Ashleigh Muparuri
#art
#Drawing
#pencilart https://t.co/9G55p1APQS"
peaceful_gent;2022-09-13 09:01:25;Sanitation;kusvika;UNK;NEG;NEU;NEU;POS;NEU;NEU;@terryndoro I pop the shit out of that paper kusvika ndataura;@terryndoro I pop the shit out of that paper until I speak
_RonnyTM;2022-09-20 06:32:40;Sanitation ;Vanhu;POS;POS;VNEG;VNEG;NEU;VNEG;NEG;@Rue_Zale Haaa bodo ?????? vanhu vasingadhe pork vanonetsa??;@Rue_Zale Haaa bodo ?????? people who don't like pork are troublesome??
TawandaManokor1;2022-09-20 19:21:52;Education;mwana;POS;POS;NEG;NEG;NEU;NEG;NEG;@Vevick_Mat @Laka_Laka_naka @MoyoTatie98 Muchatadzisa mwana kupinda ku show ya Kae chaps ??;@Vevick_Mat @Laka_Laka_naka @MoyoTatie98 You're going to prevent a kid from going to Kae's show chaps ??
GweseTafadzwa;2022-09-24 13:02:35;Agriculture;mombe;POS;POS;NEG;VNEG;NEG;NEG;NEG;@MaggieTsabora @Blunt_Bitch03 Bvunzawo ??, mombe imombe asi handifunge munhu munhu;@MaggieTsabora @Blunt_Bitch03 Ask too ??, beef is beef but I don't care about anyone
TafadzwaMasang3;2022-09-25 07:06:56;Defence;chamisa;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@CossyTerry @masango1 @nelsonchamisa @CCCZimbabwe @edmnangagwa @Tinoedzazvimwe1 @Bachi263 @TheThepatriotzw @TNamenda @NontandoMagagu3 @FungaiChiposi @HarareNdini @BabaHarare1 @CucsmanM @Kundimasekesa @JobSikhala1 Kana we critique everyone and anyone, imi ndimika ma cultists munoti Chamisa haabvunzwe;@CossyTerry @masango1 @nelsonchamisa @CCCZimbabwe @edmnangagwa @Tinotsagamone1 @Bachi263 @TheThepatriotzw @TNamenda @NontandoMagagu3 @FungaiChiposi @HarareNdini @BabaHarare1 @CucsmanM @Kundimasekesa @JobSikhala1 If you criticize everyone and anyone, you are cultists saying Chamisa is not questioned
TMunengoni;2022-09-27 13:15:11;Agriculture;sadza;UNK;UNK;VNEG;NEU;VNEG;VNEG;NEG;"Pfungwa dzakadzikama! Saka vanofunga kuti mharidzo idzi dzichaita kuti vakunde musarudzo kana kuti vari kutamba havo Mari dzekudya sadza ?? Mapoka mazano, mawari nekutaura kudhindai mabasa Zimbabwe.

2023 muchadyiwa futi!! https://t.co/77KcZ61sjU";"Peace of mind! So do they think that these messages will make them win the election or are they just playing? Group advice, worship and speech to print jobs in Zimbabwe.

2023 you will be eaten again!! https://t.co/77KcZ61sjU"
travis_traxy;2022-09-19 06:06:25;Home_Affairs;Baba;UNK;UNK;VPOS;POS;POS;POS;POS;@Makiwah_ Baba harare;@Makiwah_ God bless you
petergumugwa;2022-09-11 08:40:19;Communication;gweru;POS;POS;POS;VPOS;POS;POS;POS;@BulawayoChiefs Whawha ???? vari kuGweru kutsvaga mongoro paweekend nxt season ma Horror ??;@BulawayoChiefs Whawha ???? they are in Gweru looking for mongo for the weekend nxt season ma Horror ??
rj45cat6_zw;2022-09-21 08:23:40;Sanitation ;Vanhu;UNK;NEG;POS;POS;VPOS;POS;POS;@Ras_Tawaa @MadzingaN Haa ngatidzidziseiH amana kana waita loss ndozvazvinoita kuti tiwane kwete kuzobira vanhu marize.;@Ras_Tawaa @MadzingaN Oh, let's teach you what to do if you make a loss, that's what makes us earn and not rob people of money.
cmutsauri;2022-09-15 11:11:39;Communication;gweru;UNK;UNK;NEG;NEU;NEG;NEG;NEG;"Gweru quarry mine iri hurongwa: $2 000 000
Mukana wekuona wagona kuona nekukwanisa kuona nekuchera, mugodhi wemahekita kupa hurukuro nemifananidzo. EIA mimo uye saiti yemazuva chebasa iripo, ine gwara remugodhi. Bhizinesi rinoshanda…https://t.co/LQPrWRsCpF";"Gweru quarry mine is planned: $2,000,000
The opportunity to see has been able to see and be able to see and dig, a mine of hectares to give talks and pictures. EIA mimo and work day site is available, with mine guide. Business that works…https://t.co/LQPrWRsCpF"
